iter	Passed	Remaining
3214	130843	202553
3215	130888	202519
3216	130933	202484
3217	130971	202439
3218	131013	202401
3219	131054	202360
3220	131092	202315
3221	131132	202275
3222	131177	202240
3223	131217	202198
3224	131258	202159
3225	131298	202117
3226	131332	202065
3227	131375	202028
3228	131417	201989
3229	131460	201953
3230	131500	201910
3231	131536	201862
3232	131574	201818
3233	131614	201776
3234	131655	201735
3235	131699	201700
3236	131742	201663
3237	131780	201618
3238	131821	201577
3239	131860	201535
3240	131901	201495
3241	131942	201454
3242	131980	201409
3243	132021	201369
3244	132060	201326
3245	132098	201280
3246	132140	201242
3247	132184	201206
3248	132225	201166
3249	132265	201124
3250	132306	201083
3251	132346	201043
3252	132386	201000
3253	132424	200956
3254	132460	200909
3255	132500	200867
3256	132540	200825
3257	132584	200790
3258	132623	200746
3259	132665	200706
3260	132702	200661
3261	132746	200624
3262	132787	200585
3263	132827	200544
3264	132865	200498
3265	132904	200456
3266	132946	200416
3267	132987	200375
3268	133027	200335
3269	133067	200293
3270	133107	200251
3271	133150	200214
3272	133189	200171
3273	133228	200127
3274	133266	200082
3275	133301	200033
3276	133343	199994
3277	133381	199950
3278	133416	199901
3279	133454	199856
3280	133490	199808
3281	133528	199763
3282	133568	199722
3283	133609	199681
3284	133648	199638
3285	133686	199594
3286	133728	199555
3287	133768	199513
3288	133807	199469
3289	133848	199429
3290	133888	199388
3291	133926	199343
3292	133964	199299
3293	134004	199257
3294	134042	199213
3295	134082	199170
3296	134124	199131
3297	134163	199088
3298	134203	199047
3299	134246	199010
3300	134287	198969
3301	134336	198942
3302	134377	198901
3303	134411	198850
3304	134444	198798
3305	134478	198748
3306	134520	198710
3307	134559	198667
3308	134597	198621
3309	134636	198578
3310	134676	198537
3311	134715	198493
3312	134755	198451
3313	134792	198406
3314	134838	198373
3315	134882	198337
3316	134923	198297
3317	134966	198260
3318	135009	198222
3319	135051	198184
3320	135090	198141
3321	135133	198103
3322	135175	198065
3323	135219	198029
3324	135255	197981
3325	135295	197940
3326	135338	197902
3327	135384	197869
3328	135429	197834
3329	135470	197795
3330	135513	197757
3331	135557	197722
3332	135598	197681
3333	135638	197639
3334	135677	197596
3335	135717	197554
3336	135756	197512
3337	135796	197470
3338	135839	197432
3339	135879	197391
3340	135916	197345
3341	135955	197301
3342	135998	197264
3343	136034	197218
3344	136072	197173
3345	136111	197129
3346	136148	197084
3347	136186	197039
3348	136224	196994
3349	136263	196951
3350	136302	196908
3351	136341	196865
3352	136379	196820
3353	136421	196781
3354	136461	196741
3355	136500	196697
3356	136534	196646
3357	136574	196606
3358	136612	196560
3359	136649	196514
3360	136693	196478
3361	136734	196439
3362	136775	196399
3363	136814	196355
3364	136854	196314
3365	136893	196270
3366	136931	196225
3367	137004	196231
3368	137047	196194
3369	137077	196139
3370	137110	196086
3371	137150	196045
3372	137188	196001
3373	137228	195959
3374	137269	195918
3375	137309	195877
3376	137348	195835
3377	137391	195796
3378	137431	195755
3379	137470	195712
3380	137509	195669
3381	137549	195627
3382	137588	195584
3383	137627	195541
3384	137667	195499
3385	137706	195457
3386	137746	195415
3387	137787	195374
3388	137827	195333
3389	137870	195296
3390	137921	195269
3391	137965	195234
3392	138007	195195
3393	138045	195150
3394	138078	195100
3395	138116	195054
3396	138155	195012
3397	138195	194970
3398	138234	194927
3399	138279	194892
3400	138319	194851
3401	138365	194817
3402	138397	194765
3403	138438	194725
3404	138480	194685
3405	138520	194644
3406	138562	194605
3407	138602	194563
3408	138642	194522
3409	138685	194485
3410	138730	194450
3411	138770	194408
3412	138810	194367
3413	138859	194338
3414	138902	194300
3415	138946	194264
3416	138991	194230
3417	139032	194189
3418	139067	194141
3419	139108	194100
3420	139152	194064
3421	139193	194025
3422	139236	193987
3423	139270	193937
3424	139308	193892
3425	139353	193858
3426	139398	193823
3427	139445	193791
3428	139491	193758
3429	139534	193720
3430	139579	193686
3431	139629	193659
3432	139672	193621
3433	139712	193579
3434	139751	193537
3435	139794	193499
3436	139834	193457
3437	139876	193418
3438	139916	193376
3439	139956	193334
3440	139999	193297
3441	140040	193257
3442	140080	193216
3443	140122	193176
3444	140164	193138
3445	140205	193098
3446	140245	193056
3447	140288	193019
3448	140331	192981
3449	140374	192943
3450	140418	192907
3451	140459	192867
3452	140502	192829
3453	140544	192790
3454	140586	192751
3455	140627	192711
3456	140671	192676
3457	140714	192637
3458	140758	192601
3459	140793	192552
3460	140829	192505
3461	140861	192454
3462	140899	192409
3463	140937	192365
3464	140979	192325
3465	141018	192283
3466	141059	192243
3467	141098	192200
3468	141137	192156
3469	141176	192113
3470	141215	192070
3471	141256	192031
3472	141296	191989
3473	141337	191948
3474	141378	191908
3475	141419	191868
3476	141459	191826
3477	141499	191785
3478	141540	191745
3479	141579	191702
3480	141619	191660
3481	141660	191619
3482	141700	191578
3483	141738	191534
3484	141777	191491
3485	141819	191451
3486	141858	191409
3487	141898	191367
3488	141940	191329
3489	141981	191287
3490	142017	191241
3491	142054	191196
3492	142096	191157
3493	142135	191114
3494	142175	191072
3495	142215	191030
3496	142254	190988
3497	142294	190946
3498	142334	190904
3499	142375	190864
3500	142415	190822
3501	142457	190784
3502	142501	190748
3503	142543	190708
3504	142582	190665
3505	142623	190625
3506	142664	190585
3507	142705	190545
3508	142746	190504
3509	142784	190460
3510	142821	190415
3511	142863	190376
3512	142904	190335
3513	142948	190300
3514	142995	190267
3515	143037	190228
3516	143079	190189
3517	143120	190149
3518	143162	190109
3519	143205	190073
3520	143249	190035
3521	143291	189997
3522	143332	189956
3523	143375	189919
3524	143416	189879
3525	143461	189843
3526	143507	189810
3527	143549	189771
3528	143594	189737
3529	143639	189701
3530	143683	189665
3531	143726	189628
3532	143770	189590
3533	143811	189550
3534	143851	189509
3535	143892	189469
3536	143932	189428
3537	143972	189385
3538	144012	189344
3539	144054	189305
3540	144093	189262
3541	144133	189220
3542	144174	189180
3543	144216	189141
3544	144257	189100
3545	144297	189059
3546	144340	189021
3547	144382	188982
3548	144422	188941
3549	144464	188902
3550	144506	188863
3551	144547	188822
3552	144588	188782
3553	144629	188742
3554	144669	188701
3555	144711	188662
3556	144751	188621
3557	144793	188582
3558	144835	188542
3559	144878	188504
3560	144917	188462
3561	144957	188420
3562	144999	188381
3563	145044	188345
3564	145081	188301
3565	145113	188248
3566	145154	188208
3567	145195	188168
3568	145238	188130
3569	145278	188088
3570	145314	188042
3571	145354	188000
3572	145395	187960
3573	145437	187921
3574	145480	187883
3575	145522	187844
3576	145564	187806
3577	145607	187767
3578	145651	187731
3579	145688	187685
3580	145725	187640
3581	145769	187603
3582	145811	187565
3583	145855	187527
3584	145902	187496
3585	145945	187458
3586	145990	187422
3587	146040	187394
3588	146081	187353
3589	146116	187305
3590	146149	187255
3591	146182	187205
3592	146216	187155
3593	146251	187107
3594	146288	187061
3595	146326	187017
3596	146369	186979
3597	146405	186933
3598	146447	186894
3599	146485	186850
3600	146519	186801
3601	146562	186763
3602	146609	186730
3603	146644	186682
3604	146683	186640
3605	146722	186597
3606	146760	186552
3607	146797	186507
3608	146832	186460
3609	146870	186415
3610	146910	186374
3611	146948	186329
3612	146987	186287
3613	147030	186249
3614	147076	186215
3615	147117	186175
3616	147160	186137
3617	147201	186096
3618	147243	186058
3619	147287	186021
3620	147328	185980
3621	147368	185940
3622	147411	185902
3623	147456	185866
3624	147499	185829
3625	147545	185794
3626	147590	185760
3627	147634	185722
3628	147680	185689
3629	147724	185652
3630	147773	185622
3631	147846	185621
3632	147888	185583
3633	147923	185535
3634	147959	185488
3635	147997	185444
3636	148038	185404
3637	148078	185362
3638	148118	185321
3639	148157	185278
3640	148193	185231
3641	148233	185189
3642	148273	185148
3643	148315	185110
3644	148359	185072
3645	148400	185032
3646	148444	184996
3647	148489	184960
3648	148531	184921
3649	148576	184885
3650	148620	184848
3651	148662	184810
3652	148704	184771
3653	148748	184735
3654	148791	184696
3655	148833	184657
3656	148868	184610
3657	148908	184568
3658	148950	184529
3659	148990	184488
3660	149033	184449
3661	149075	184410
3662	149117	184371
3663	149157	184330
3664	149196	184287
3665	149238	184247
3666	149280	184209
3667	149317	184163
3668	149357	184121
3669	149397	184080
3670	149439	184041
3671	149483	184004
3672	149523	183962
3673	149562	183920
3674	149605	183882
3675	149647	183843
3676	149688	183802
3677	149729	183763
3678	149771	183722
3679	149811	183681
3680	149855	183645
3681	149897	183606
3682	149938	183565
3683	149979	183525
3684	150021	183485
3685	150060	183443
3686	150101	183403
3687	150141	183361
3688	150188	183328
3689	150247	183310
3690	150305	183290
3691	150361	183268
3692	150413	183240
3693	150463	183212
3694	150519	183189
3695	150575	183167
3696	150630	183143
3697	150677	183111
3698	150718	183070
3699	150756	183026
3700	150801	182991
3701	150842	182950
3702	150874	182899
3703	150909	182852
3704	150954	182815
3705	150991	182770
3706	151031	182729
3707	151073	182689
3708	151114	182649
3709	151154	182607
3710	151198	182570
3711	151241	182533
3712	151283	182493
3713	151326	182456
3714	151373	182422
3715	151419	182387
3716	151462	182350
3717	151507	182314
3718	151553	182279
3719	151596	182241
3720	151639	182203
3721	151676	182158
3722	151707	182106
3723	151749	182067
3724	151793	182029
3725	151836	181992
3726	151880	181954
3727	151923	181916
3728	151966	181878
3729	152009	181840
3730	152049	181799
3731	152093	181762
3732	152135	181722
3733	152178	181684
3734	152219	181644
3735	152260	181604
3736	152302	181564
3737	152342	181523
3738	152382	181481
3739	152424	181442
3740	152465	181401
3741	152506	181361
3742	152548	181321
3743	152589	181281
3744	152630	181240
3745	152673	181203
3746	152718	181167
3747	152759	181126
3748	152866	181165
3749	152902	181118
3750	152935	181068
3751	152968	181018
3752	153005	180972
3753	153044	180929
3754	153086	180890
3755	153127	180850
3756	153168	180809
3757	153207	180767
3758	153250	180728
3759	153295	180693
3760	153336	180652
3761	153377	180611
3762	153420	180573
3763	153463	180536
3764	153509	180501
3765	153553	180464
3766	153596	180426
3767	153639	180387
3768	153682	180349
3769	153726	180313
3770	153769	180274
3771	153810	180234
3772	153854	180196
3773	153896	180157
3774	153937	180116
3775	153978	180077
3776	154016	180032
3777	154059	179994
3778	154103	179957
3779	154144	179917
3780	154188	179879
3781	154228	179837
3782	154270	179798
3783	154314	179761
3784	154356	179722
3785	154398	179682
3786	154440	179643
3787	154482	179604
3788	154525	179566
3789	154568	179527
3790	154605	179482
3791	154647	179443
3792	154691	179406
3793	154725	179357
3794	154757	179306
3795	154799	179267
3796	154842	179229
3797	154880	179185
3798	154920	179143
3799	154961	179103
3800	154993	179052
3801	155031	179007
3802	155064	178958
3803	155093	178904
3804	155128	178856
3805	155164	178810
3806	155209	178773
3807	155252	178736
3808	155294	178696
3809	155336	178657
3810	155377	178616
3811	155417	178574
3812	155450	178526
3813	155495	178489
3814	155541	178454
3815	155587	178420
3816	155632	178384
3817	155677	178347
3818	155720	178310
3819	155763	178271
3820	155807	178234
3821	155848	178193
3822	155892	178157
3823	155937	178121
3824	155981	178084
3825	156021	178042
3826	156062	178001
3827	156105	177963
3828	156149	177926
3829	156195	177891
3830	156235	177850
3831	156278	177812
3832	156321	177772
3833	156364	177735
3834	156408	177697
3835	156452	177660
3836	156494	177621
3837	156533	177578
3838	156570	177533
3839	156613	177494
3840	156655	177456
3841	156696	177415
3842	156738	177375
3843	156780	177336
3844	156822	177296
3845	156864	177257
3846	156905	177217
3847	156949	177180
3848	156992	177141
3849	157034	177102
3850	157079	177066
3851	157121	177026
3852	157162	176985
3853	157203	176945
3854	157251	176913
3855	157287	176867
3856	157326	176824
3857	157370	176786
3858	157412	176747
3859	157453	176706
3860	157494	176666
3861	157534	176625
3862	157574	176583
3863	157619	176546
3864	157661	176507
3865	157705	176470
3866	157749	176432
3867	157792	176394
3868	157835	176356
3869	157877	176316
3870	157918	176276
3871	157958	176235
3872	157999	176194
3873	158043	176156
3874	158085	176117
3875	158126	176076
3876	158167	176036
3877	158210	175998
3878	158251	175957
3879	158293	175917
3880	158334	175877
3881	158374	175836
3882	158413	175793
3883	158452	175750
3884	158498	175714
3885	158536	175671
3886	158574	175627
3887	158616	175587
3888	158657	175547
3889	158698	175506
3890	158738	175465
3891	158781	175426
3892	158820	175384
3893	158857	175339
3894	158898	175298
3895	158938	175257
3896	158976	175213
3897	159020	175175
3898	159062	175136
3899	159101	175093
3900	159140	175050
3901	159188	175017
3902	159234	174982
3903	159276	174943
3904	159319	174904
3905	159362	174865
3906	159406	174829
3907	159447	174788
3908	159488	174747
3909	159529	174707
3910	159566	174662
3911	159605	174619
3912	159644	174576
3913	159691	174542
3914	159732	174502
3915	159770	174458
3916	159814	174420
3917	159854	174379
3918	159896	174340
3919	159938	174300
3920	159981	174261
3921	160022	174220
3922	160061	174178
3923	160106	174142
3924	160151	174106
3925	160192	174064
3926	160234	174025
3927	160275	173985
3928	160320	173948
3929	160360	173908
3930	160405	173870
3931	160446	173830
3932	160484	173787
3933	160527	173748
3934	160567	173706
3935	160605	173662
3936	160643	173619
3937	160681	173575
3938	160725	173537
3939	160764	173495
3940	160803	173452
3941	160845	173413
3942	160883	173369
3943	160923	173326
3944	160963	173286
3945	161006	173247
3946	161048	173207
3947	161089	173167
3948	161132	173128
3949	161173	173087
3950	161212	173045
3951	161255	173007
3952	161293	172963
3953	161330	172918
3954	161369	172875
3955	161411	172835
3956	161449	172791
3957	161488	172749
3958	161528	172708
3959	161569	172666
3960	161609	172625
3961	161648	172583
3962	161690	172542
3963	161726	172497
3964	161760	172449
3965	161797	172404
3966	161837	172362
3967	161876	172320
3968	161916	172278
3969	161956	172236
3970	161995	172194
3971	162032	172149
3972	162072	172107
3973	162115	172069
3974	162154	172026
3975	162193	171984
3976	162234	171943
3977	162274	171901
3978	162315	171860
3979	162356	171820
3980	162399	171782
3981	162444	171746
3982	162480	171699
3983	162515	171652
3984	162550	171605
3985	162595	171569
3986	162632	171524
3987	162669	171479
3988	162708	171437
3989	162739	171385
3990	162773	171338
3991	162805	171288
3992	162837	171237
3993	162867	171186
3994	162911	171148
3995	162953	171109
3996	162996	171070
3997	163034	171026
3998	163073	170984
3999	163115	170945
4000	163155	170903
4001	163203	170869
4002	163248	170833
4003	163288	170791
4004	163329	170751
4005	163368	170709
4006	163408	170667
4007	163449	170626
4008	163488	170584
4009	163530	170544
4010	163569	170501
4011	163608	170459
4012	163650	170419
4013	163696	170384
4014	163741	170348
4015	163786	170312
4016	163829	170273
4017	163872	170234
4018	163914	170195
4019	163956	170156
4020	164000	170118
4021	164042	170079
4022	164085	170040
4023	164127	170000
4024	164170	169962
4025	164214	169924
4026	164258	169887
4027	164298	169846
4028	164339	169804
4029	164383	169767
4030	164429	169732
4031	164473	169694
4032	164509	169649
4033	164546	169604
4034	164586	169562
4035	164625	169519
4036	164665	169478
4037	164705	169436
4038	164747	169397
4039	164789	169358
4040	164829	169316
4041	164868	169274
4042	164909	169233
4043	164950	169192
4044	164990	169150
4045	165030	169109
4046	165073	169070
4047	165114	169030
4048	165154	168988
4049	165195	168948
4050	165239	168910
4051	165280	168869
4052	165320	168828
4053	165361	168787
4054	165400	168745
4055	165441	168704
4056	165481	168662
4057	165524	168624
4058	165564	168583
4059	165605	168542
4060	165648	168503
4061	165689	168462
4062	165727	168419
4063	165766	168376
4064	165805	168334
4065	165843	168291
4066	165882	168248
4067	165919	168203
4068	165960	168163
4069	165998	168119
4070	166037	168076
4071	166077	168035
4072	166118	167994
4073	166157	167951
4074	166195	167908
4075	166236	167867
4076	166276	167825
4077	166314	167782
4078	166352	167739
4079	166387	167692
4080	166426	167650
4081	166467	167609
4082	166507	167568
4083	166549	167528
4084	166587	167484
4085	166627	167442
4086	166667	167401
4087	166705	167357
4088	166743	167314
4089	166780	167269
4090	166821	167229
4091	166861	167187
4092	166899	167144
4093	166941	167105
4094	166982	167064
4095	167024	167024
4096	167064	166983
4097	167106	166943
4098	167146	166902
4099	167177	166851
4100	167219	166812
4101	167271	166781
4102	167315	166744
4103	167355	166702
4104	167398	166664
4105	167443	166628
4106	167484	166587
4107	167521	166542
4108	167551	166491
4109	167582	166441
4110	167614	166391
4111	167652	166347
4112	167690	166304
4113	167734	166266
4114	167778	166229
4115	167820	166189
4116	167860	166147
4117	167899	166105
4118	167942	166067
4119	167986	166028
4120	168027	165989
4121	168071	165950
4122	168113	165912
4123	168154	165871
4124	168196	165831
4125	168240	165794
4126	168284	165756
4127	168326	165716
4128	168365	165674
4129	168405	165633
4130	168446	165592
4131	168490	165554
4132	168530	165512
4133	168567	165468
4134	168606	165426
4135	168692	165429
4136	168730	165385
4137	168770	165344
4138	168810	165302
4139	168852	165263
4140	168892	165221
4141	168924	165172
4142	168965	165131
4143	169001	165086
4144	169040	165044
4145	169082	165004
4146	169125	164965
4147	169165	164924
4148	169208	164885
4149	169251	164846
4150	169290	164804
4151	169331	164763
4152	169375	164726
4153	169415	164684
4154	169457	164645
4155	169500	164605
4156	169543	164567
4157	169589	164531
4158	169629	164490
4159	169669	164449
4160	169709	164407
4161	169750	164367
4162	169794	164328
4163	169835	164288
4164	169877	164248
4165	169920	164210
4166	169959	164167
4167	170002	164128
4168	170046	164091
4169	170087	164051
4170	170128	164009
4171	170169	163969
4172	170212	163931
4173	170253	163890
4174	170294	163850
4175	170336	163809
4176	170378	163770
4177	170419	163730
4178	170461	163690
4179	170502	163649
4180	170542	163608
4181	170585	163569
4182	170627	163530
4183	170670	163490
4184	170712	163451
4185	170754	163412
4186	170798	163373
4187	170839	163333
4188	170882	163294
4189	170925	163256
4190	170965	163215
4191	171005	163173
4192	171046	163132
4193	171088	163093
4194	171131	163054
4195	171174	163015
4196	171217	162976
4197	171257	162935
4198	171298	162895
4199	171347	162861
4200	171390	162823
4201	171441	162791
4202	171484	162752
4203	171517	162704
4204	171549	162655
4205	171590	162615
4206	171634	162577
4207	171676	162537
4208	171718	162498
4209	171760	162458
4210	171801	162418
4211	171843	162377
4212	171883	162336
4213	171931	162302
4214	171974	162263
4215	172015	162223
4216	172052	162179
4217	172094	162139
4218	172135	162098
4219	172178	162060
4220	172222	162022
4221	172264	161982
4222	172306	161942
4223	172351	161905
4224	172394	161867
4225	172436	161827
4226	172479	161788
4227	172522	161749
4228	172563	161709
4229	172595	161660
4230	172635	161618
4231	172679	161580
4232	172723	161542
4233	172765	161503
4234	172804	161461
4235	172847	161422
4236	172886	161380
4237	172918	161330
4238	172957	161288
4239	172997	161246
4240	173040	161207
4241	173080	161165
4242	173120	161124
4243	173159	161082
4244	173199	161040
4245	173240	161000
4246	173282	160960
4247	173323	160920
4248	173365	160880
4249	173406	160839
4250	173449	160800
4251	173490	160760
4252	173531	160719
4253	173569	160676
4254	173612	160637
4255	173651	160595
4256	173693	160555
4257	173734	160515
4258	173774	160473
4259	173815	160432
4260	173851	160387
4261	173887	160342
4262	173929	160302
4263	173970	160261
4264	174012	160222
4265	174054	160182
4266	174094	160140
4267	174136	160101
4268	174180	160063
4269	174221	160023
4270	174264	159983
4271	174306	159943
4272	174347	159903
4273	174388	159863
4274	174429	159822
4275	174469	159781
4276	174510	159739
4277	174552	159700
4278	174593	159659
4279	174633	159618
4280	174664	159568
4281	174702	159524
4282	174742	159483
4283	174782	159441
4284	174822	159400
4285	174868	159364
4286	174903	159318
4287	174941	159275
4288	174986	159238
4289	175027	159197
4290	175087	159174
4291	175137	159141
4292	175192	159113
4293	175238	159077
4294	175286	159043
4295	175326	159002
4296	175366	158960
4297	175408	158921
4298	175452	158882
4299	175495	158843
4300	175532	158799
4301	175569	158755
4302	175599	158705
4303	175639	158663
4304	175674	158617
4305	175723	158583
4306	175764	158543
4307	175806	158502
4308	175848	158463
4309	175890	158423
4310	175932	158384
4311	175980	158349
4312	176023	158310
4313	176071	158276
4314	176118	158241
4315	176163	158204
4316	176207	158166
4317	176251	158128
4318	176296	158091
4319	176340	158053
4320	176384	158015
4321	176428	157977
4322	176471	157938
4323	176515	157900
4324	176559	157862
4325	176604	157825
4326	176647	157786
4327	176691	157748
4328	176775	157746
4329	176818	157707
4330	176862	157669
4331	176904	157630
4332	176948	157591
4333	176992	157553
4334	177032	157512
4335	177074	157471
4336	177104	157422
4337	177138	157375
4338	177172	157327
4339	177212	157286
4340	177255	157247
4341	177294	157205
4342	177335	157164
4343	177378	157124
4344	177422	157086
4345	177466	157049
4346	177508	157009
4347	177550	156969
4348	177593	156930
4349	177635	156891
4350	177678	156851
4351	177720	156812
4352	177762	156772
4353	177804	156732
4354	177847	156693
4355	177888	156652
4356	177925	156608
4357	177964	156566
4358	178006	156526
4359	178047	156486
4360	178090	156446
4361	178131	156406
4362	178172	156365
4363	178213	156324
4364	178256	156286
4365	178299	156246
4366	178342	156207
4367	178385	156168
4368	178427	156129
4369	178469	156089
4370	178510	156048
4371	178554	156010
4372	178596	155970
4373	178639	155931
4374	178681	155892
4375	178722	155851
4376	178764	155811
4377	178804	155770
4378	178846	155730
4379	178888	155689
4380	178931	155651
4381	178976	155613
4382	179015	155571
4383	179050	155525
4384	179086	155480
4385	179122	155435
4386	179158	155390
4387	179192	155343
4388	179232	155302
4389	179273	155261
4390	179311	155218
4391	179350	155175
4392	179385	155130
4393	179428	155090
4394	179469	155049
4395	179510	155009
4396	179552	154969
4397	179592	154928
4398	179627	154881
4399	179662	154836
4400	179697	154790
4401	179738	154750
4402	179777	154707
4403	179815	154664
4404	179855	154622
4405	179889	154575
4406	179924	154530
4407	179959	154484
4408	179993	154437
4409	180031	154394
4410	180066	154348
4411	180100	154302
4412	180134	154255
4413	180170	154210
4414	180207	154166
4415	180261	154136
4416	180320	154111
4417	180378	154085
4418	180435	154057
4419	180484	154024
4420	180534	153991
4421	180591	153964
4422	180649	153937
4423	180706	153910
4424	180750	153872
4425	180791	153832
4426	180834	153793
4427	180875	153752
4428	180918	153713
4429	180962	153675
4430	181005	153636
4431	181044	153593
4432	181074	153543
4433	181111	153499
4434	181150	153457
4435	181191	153416
4436	181233	153376
4437	181274	153336
4438	181316	153295
4439	181356	153254
4440	181397	153213
4441	181438	153173
4442	181477	153130
4443	181516	153088
4444	181558	153048
4445	181596	153005
4446	181634	152961
4447	181676	152922
4448	181717	152881
4449	181759	152841
4450	181801	152801
4451	181842	152760
4452	181880	152717
4453	181922	152677
4454	181963	152637
4455	182004	152596
4456	182043	152553
4457	182081	152510
4458	182122	152469
4459	182162	152428
4460	182204	152388
4461	182246	152348
4462	182288	152308
4463	182329	152267
4464	182371	152227
4465	182411	152186
4466	182452	152146
4467	182493	152105
4468	182535	152065
4469	182576	152024
4470	182616	151982
4471	182657	151942
4472	182699	151902
4473	182738	151860
4474	182780	151819
4475	182820	151778
4476	182862	151738
4477	182902	151697
4478	182945	151658
4479	182987	151617
4480	183025	151575
4481	183065	151533
4482	183106	151493
4483	183147	151452
4484	183187	151410
4485	183231	151372
4486	183271	151330
4487	183313	151291
4488	183355	151250
4489	183397	151211
4490	183439	151171
4491	183481	151131
4492	183522	151090
4493	183561	151048
4494	183603	151008
4495	183644	150967
4496	183685	150926
4497	183726	150885
4498	183768	150846
4499	183809	150805
4500	183849	150763
4501	183899	150730
4502	183944	150692
4503	183986	150653
4504	184029	150614
4505	184071	150574
4506	184111	150532
4507	184192	150524
4508	184235	150485
4509	184264	150435
4510	184298	150388
4511	184340	150348
4512	184382	150308
4513	184421	150266
4514	184464	150227
4515	184509	150189
4516	184551	150150
4517	184591	150107
4518	184633	150068
4519	184677	150030
4520	184718	149989
4521	184763	149951
4522	184796	149904
4523	184827	149855
4524	184858	149806
4525	184889	149758
4526	184921	149709
4527	184951	149660
4528	184981	149611
4529	185012	149561
4530	185041	149511
4531	185073	149463
4532	185104	149414
4533	185135	149366
4534	185166	149317
4535	185197	149268
4536	185227	149219
4537	185264	149174
4538	185303	149132
4539	185342	149090
4540	185381	149047
4541	185420	149005
4542	185458	148962
4543	185499	148921
4544	185537	148879
4545	185577	148837
4546	185618	148797
4547	185658	148755
4548	185697	148712
4549	185736	148671
4550	185777	148630
4551	185817	148588
4552	185857	148547
4553	185898	148506
4554	185940	148466
4555	185978	148423
4556	186017	148381
4557	186055	148338
4558	186096	148297
4559	186135	148255
4560	186175	148213
4561	186217	148174
4562	186257	148132
4563	186295	148089
4564	186329	148042
4565	186358	147992
4566	186388	147943
4567	186423	147898
4568	186461	147854
4569	186500	147813
4570	186538	147769
4571	186574	147724
4572	186611	147681
4573	186650	147639
4574	186689	147596
4575	186726	147553
4576	186768	147513
4577	186806	147470
4578	186844	147427
4579	186884	147385
4580	186923	147343
4581	186961	147300
4582	187001	147258
4583	187040	147216
4584	187081	147176
4585	187119	147132
4586	187156	147089
4587	187199	147050
4588	187239	147008
4589	187280	146968
4590	187321	146927
4591	187360	146885
4592	187399	146842
4593	187438	146801
4594	187480	146761
4595	187518	146718
4596	187555	146674
4597	187594	146631
4598	187633	146590
4599	187671	146547
4600	187709	146503
4601	187754	146466
4602	187790	146421
4603	187828	146378
4604	187871	146339
4605	187913	146299
4606	187950	146256
4607	187989	146213
4608	188027	146170
4609	188066	146128
4610	188103	146085
4611	188142	146042
4612	188181	146000
4613	188220	145958
4614	188263	145919
4615	188307	145880
4616	188352	145843
4617	188394	145803
4618	188438	145765
4619	188478	145724
4620	188523	145686
4621	188564	145646
4622	188607	145606
4623	188651	145568
4624	188693	145528
4625	188733	145486
4626	188776	145447
4627	188813	145404
4628	188855	145364
4629	188896	145323
4630	188938	145284
4631	188975	145240
4632	189015	145199
4633	189058	145159
4634	189095	145115
4635	189132	145072
4636	189170	145029
4637	189208	144986
4638	189248	144945
4639	189287	144903
4640	189327	144861
4641	189366	144819
4642	189401	144774
4643	189438	144730
4644	189477	144688
4645	189519	144648
4646	189560	144607
4647	189600	144566
4648	189645	144528
4649	189682	144484
4650	189721	144442
4651	189762	144401
4652	189803	144361
4653	189844	144320
4654	189884	144279
4655	189926	144239
4656	189966	144198
4657	190004	144155
4658	190038	144109
4659	190079	144069
4660	190110	144020
4661	190140	143971
4662	190170	143922
4663	190203	143876
4664	190234	143827
4665	190270	143783
4666	190311	143743
4667	190352	143702
4668	190382	143653
4669	190412	143604
4670	190442	143555
4671	190479	143512
4672	190519	143470
4673	190559	143429
4674	190598	143387
4675	190638	143345
4676	190675	143302
4677	190714	143260
4678	190754	143218
4679	190795	143177
4680	190833	143135
4681	190870	143092
4682	190912	143051
4683	190951	143009
4684	190992	142969
4685	191034	142929
4686	191073	142887
4687	191113	142845
4688	191153	142804
4689	191194	142763
4690	191232	142721
4691	191273	142680
4692	191311	142638
4693	191353	142597
4694	191391	142554
4695	191429	142512
4696	191474	142474
4697	191514	142433
4698	191554	142391
4699	191595	142351
4700	191636	142310
4701	191680	142272
4702	191720	142231
4703	191763	142192
4704	191805	142151
4705	191843	142109
4706	191879	142065
4707	191919	142023
4708	191956	141979
4709	191992	141935
4710	192028	141891
4711	192072	141853
4712	192116	141814
4713	192161	141776
4714	192201	141736
4715	192243	141695
4716	192282	141653
4717	192322	141612
4718	192362	141571
4719	192402	141530
4720	192443	141489
4721	192483	141448
4722	192522	141406
4723	192564	141366
4724	192607	141326
4725	192648	141286
4726	192688	141245
4727	192730	141204
4728	192773	141165
4729	192813	141125
4730	192856	141085
4731	192898	141045
4732	192941	141006
4733	192981	140965
4734	193021	140923
4735	193059	140881
4736	193098	140839
4737	193139	140798
4738	193181	140759
4739	193221	140717
4740	193261	140676
4741	193304	140637
4742	193345	140596
4743	193384	140554
4744	193425	140513
4745	193466	140472
4746	193507	140432
4747	193547	140391
4748	193586	140349
4749	193627	140308
4750	193668	140267
4751	193709	140227
4752	193751	140187
4753	193790	140145
4754	193829	140103
4755	193869	140062
4756	193909	140020
4757	193948	139978
4758	193989	139938
4759	194030	139897
4760	194072	139857
4761	194111	139815
4762	194153	139775
4763	194195	139735
4764	194234	139694
4765	194274	139652
4766	194318	139613
4767	194359	139573
